"Province","Country","WeekNum","Date","Beta","TransmissionInterval","R0"
"","Czechia",2,2020-03-12,0.2317304,4.31535957302106,23.2404862150447
"","Czechia",3,2020-03-19,0.2772735,3.60654732601565,27.8080517469749
"","Czechia",4,2020-03-26,0.1380662,7.2429023178736,13.8468048122456
"","Czechia",5,2020-04-02,0.06703686,14.9171664663291,6.72319739114885
"","Czechia",6,2020-04-09,0.007499526,133.341760532599,0.752135372063265
"","Czechia",7,2020-04-16,0.003417963,292.571920760991,0.342791114092207
"","Czechia",8,2020-04-23,0.003247164,307.961039233005,0.325661502245667
"","Denmark",1,2020-03-01,0.5749131,1.73939331004981,13.989072274821
"","Denmark",2,2020-03-08,0.4114935,2.43017204402986,10.0126650655882
"","Denmark",3,2020-03-15,0.2178991,4.58928008422247,5.30202957371895
"","Denmark",4,2020-03-22,0.1148876,8.70415954376277,2.795502380935
"","Denmark",5,2020-03-29,0.1027455,9.73278635074042,2.50005474812214
"","Denmark",6,2020-04-05,0.09337954,10.7089840022772,2.27215753832977
"","Denmark",7,2020-04-12,0.0123576,80.9218618501974,0.30069128628888
"","Denmark",8,2020-04-19,0.009421147,106.144188175813,0.229240047399707
"","Diamond_Princess",1,2020-02-10,1.12894,0.885786667139086,39.8055524116078
"","Diamond_Princess",2,2020-02-17,0.1111058,9.00043022056454,3.91750469035875
"","Diamond_Princess",3,2020-02-24,0.02013151,49.6733727375642,0.709821493108408
"","Diamond_Princess",4,2020-03-02,0.006972821,143.413978359691,0.2458562826831
"","Diamond_Princess",5,2020-03-09,0.003173497,315.109798433715,0.111895053024589
"","Diamond_Princess",6,2020-03-16,0.001203977,830.580650627047,0.0424512990733522
"","Diamond_Princess",7,2020-03-23,0.001123341,890.20163957338,0.0396081359962512
"","Diamond_Princess",8,2020-03-30,0.001515561,659.821676593684,0.053437510247213
"","Diamond_Princess",9,2020-04-06,0.001850842,540.294633469524,0.0652592593376131
"","Diamond_Princess",10,2020-04-13,0.002027363,493.251578528364,0.0714832534535532
"","Diamond_Princess",11,2020-04-20,0.002162265,462.478003389964,0.0762397937758296
"","Djibouti",1,2020-03-21,0.2363986,4.23014349492763,9.28849838196858
"","Djibouti",2,2020-03-28,0.23934,4.17815659730927,9.40407093248589
"","Djibouti",3,2020-04-04,0.2196717,4.55224774060564,8.63127036291368
"","Djibouti",4,2020-04-11,0.4985634,2.0057629581313,19.5893940751288
"","Djibouti",5,2020-04-18,0.04698603,21.282921753551,1.84616010259844
"","Dominica",1,2020-03-27,0.01526123,65.5255179300751,0.686096251635866
"","Dominica",2,2020-04-03,0.008647449,115.641040496452,0.388761741033476
"","Dominica",3,2020-04-10,0.008055081,124.145244473643,0.362130764081485
"","Dominica",4,2020-04-17,0.01294016,77.2787971709778,0.581748343453861
"","Dominican_Republic",1,2020-03-03,0.08623256,11.5965477541198,7.98285537602456
"","Dominican_Republic",2,2020-03-10,0.1318035,7.58705193716404,12.2015196876198
"","Dominican_Republic",3,2020-03-17,0.1983021,5.04281094350488,18.3575320628537
"","Dominican_Republic",4,2020-03-24,0.3942315,2.53658066389926,36.4954148313958
"","Dominican_Republic",5,2020-03-31,0.09766357,10.2392324998974,9.04106470706947
"","Dominican_Republic",6,2020-04-07,0.1195089,8.36757764484486,11.0633647528008
"","Dominican_Republic",7,2020-04-14,0.06286227,15.9077933393115,5.81938434877275
"","Dominican_Republic",8,2020-04-21,0.1691315,5.91255916254512,15.6571056690199
"","Ecuador",1,2020-03-04,0.2885551,3.46554262946661,21.9141070282627
"","Ecuador",2,2020-03-11,0.221739,4.50980657439602,16.8398069496603
"","Ecuador",3,2020-03-18,0.3027676,3.30286331826787,22.9934649953864
"","Ecuador",4,2020-03-25,0.213278,4.68871613574771,16.1972424634803
"","Ecuador",5,2020-04-01,0.1218937,8.20386943705868,9.25712831923934
"","Ecuador",6,2020-04-08,0.1014737,9.85477025081376,7.70634628309746
"","Ecuador",7,2020-04-15,0.0430557,23.2257285330398,3.26983379596052
"","Ecuador",8,2020-04-22,0.07011736,14.2618033536916,5.32501186629251
"","Egypt",1,2020-03-03,0.1708972,5.85147094276559,4.78112763721697
"","Egypt",2,2020-03-10,0.2500155,3.99975201537505,6.99459099846352
"","Egypt",3,2020-03-17,0.2033877,4.91671816928949,5.6901023161292
"","Egypt",4,2020-03-24,0.1393662,7.17534093632459,3.89899653425514
"","Egypt",5,2020-03-31,0.1802475,5.54792715571645,5.04271751549626
"","Egypt",6,2020-04-07,0.1079295,9.26530744606433,3.01950362744977
"","Egypt",7,2020-04-14,0.1238503,8.07426384917921,3.46491394948316
"","Egypt",8,2020-04-21,0.05086722,19.6590259896255,1.42309336472684
"","El_Salvador",1,2020-03-26,0.2165466,4.6179436666288,7.81241679672534
"","El_Salvador",2,2020-04-02,0.2006022,4.98499019452429,7.23718588396241
"","El_Salvador",3,2020-04-09,0.09909286,10.0915444361985,3.5750029042227
"","El_Salvador",4,2020-04-16,0.1571706,6.36251309087069,5.67029099229172
"","Equatorial_Guinea",1,2020-03-20,0.04984637,20.0616413993637,4.38340481251116
"","Equatorial_Guinea",2,2020-03-27,0.05789448,17.2728039011664,5.09114188756034
"","Equatorial_Guinea",3,2020-04-03,0.04197147,23.8257082727863,3.69089952961806
"","Equatorial_Guinea",4,2020-04-10,0.1510345,6.62100381038769,13.2817164851767
"","Equatorial_Guinea",5,2020-04-17,0.539879,1.8522668968417,47.4760390129454
"","Eritrea",1,2020-03-24,1.759456,0.568357492315807,2575.16614225342
"","Eritrea",2,2020-03-31,0.02848407,35.107342454923,41.6897112843836
"","Eritrea",3,2020-04-07,0.0274055,36.4890259254529,40.1111000852117
"","Eritrea",4,2020-04-14,0.08982314,11.1329886708481,131.466492437941
"","Estonia",1,2020-03-02,0.247705,4.03706021275307,36.1241771597724
"","Estonia",2,2020-03-09,0.4631153,2.15928949011186,67.5386412975158
"","Estonia",3,2020-03-16,0.1693772,5.90398235417754,24.7012049802233
"","Estonia",4,2020-03-23,0.1274075,7.84883150520966,18.5805337053499
"","Estonia",5,2020-03-30,0.07361677,13.5838613946252,10.7359368660714
"","Estonia",6,2020-04-06,0.03576645,27.959162846746,5.21601734392177
"","Estonia",7,2020-04-13,0.01772199,56.4270716776163,2.58449488861232
"","Estonia",8,2020-04-20,0.01930802,51.7919496665116,2.8157943323083
"","Eswatini",1,2020-03-16,0.4954199,2.01848976999107,12.8616853219381
"","Eswatini",2,2020-03-23,0.2581807,3.87325621163782,6.70267568904217
"","Eswatini",3,2020-03-30,0.0166088,60.2090458070421,0.431184050489303
"","Eswatini",4,2020-04-06,0.01244709,80.3400634204461,0.323141147042827
"","Eswatini",5,2020-04-13,0.0163859,61.0280790191567,0.425397303412208
"","Ethiopia",1,2020-03-17,0.1159399,8.62515837947074,6.35931417639022
"","Ethiopia",2,2020-03-24,0.1382286,7.23439288251491,7.58185142097391
"","Ethiopia",3,2020-03-31,0.13896,7.19631548647093,7.62196877823066
"","Ethiopia",4,2020-04-07,0.08048223,12.4251030320606,4.41445771633836
"","Ethiopia",5,2020-04-14,0.04523741,22.1055979995318,2.48127609835938
"Falkland_Islands_(Malvinas)","United_Kingdom",1,2020-04-10,0.2613575,3.82617678849851,4.86681219820718
"Falkland_Islands_(Malvinas)","United_Kingdom",2,2020-04-17,1.070836,0.933849814537427,19.9403411307477
"Faroe_Islands","Denmark",1,2020-03-07,0.5093546,1.96326881115828,7.68676551192928
"Faroe_Islands","Denmark",2,2020-03-14,0.7055935,1.41724661579224,10.6482434461993
"Faroe_Islands","Denmark",3,2020-03-21,0.107414,9.30977340011544,1.62100475915673
"Faroe_Islands","Denmark",4,2020-03-28,0.05182263,19.2965891541977,0.782064999553301
"Faroe_Islands","Denmark",5,2020-04-04,0.006547877,152.721256065134,0.0988152361831128
"Faroe_Islands","Denmark",6,2020-04-11,0.004226912,236.579327887593,0.063789119374911
"","Fiji",1,2020-03-22,0.1091881,9.15850719996044,474.572197382701
"","Fiji",2,2020-03-29,0.1549543,6.45351564945277,673.489168186811
"","Fiji",3,2020-04-05,0.06955284,14.3775581270298,302.30257796415
"","Fiji",4,2020-04-12,0.02214216,45.1627122195847,96.2380838754347
"","Finland",1,2020-02-06,0.2242347,4.45961307505038,8.71869754572817
"","Finland",2,2020-02-13,0.232619,4.29887498441658,9.04469604565993
"","Finland",3,2020-02-20,0.177882,5.62170427586827,6.91641104980281
"","Finland",4,2020-02-27,0.1840087,5.43452565014589,7.15462950686326
"","Finland",5,2020-03-05,0.2086257,4.79327331196492,8.11178813344153
"","Finland",6,2020-03-12,0.1511437,6.616220193101,5.87677199934834
"","Finland",7,2020-03-19,0.2485621,4.02313948908542,9.66459594001749
"","Finland",8,2020-03-26,0.108494,9.21709956310948,4.21846561449335
"","Finland",9,2020-04-02,0.1266272,7.89719744257158,4.92352101553609
"","Finland",10,2020-04-09,0.01394075,71.7321521438947,0.542044486471585
"","Finland",11,2020-04-16,0.01064516,93.9394053259885,0.41390529818036
"","Finland",12,2020-04-23,0.006619319,151.072942699997,0.257372477674918
"","France",1,2020-01-29,0.6367626,1.57044399278475,15.6066242835004
"","France",2,2020-02-05,0.1704847,5.86562899779276,4.17846566206194
"","France",3,2020-02-12,0.2183862,4.57904391394694,5.35249930209685
"","France",4,2020-02-19,0.1644098,6.08236248690771,4.02957393717131
"","France",5,2020-02-26,0.3023884,3.30700516289646,7.41133688832986
"","France",6,2020-03-04,0.1518551,6.58522499408976,3.72186665993477
"","France",7,2020-03-11,0.3091175,3.23501581113978,7.57626261648365
"","France",8,2020-03-18,0.2387562,4.18837290926895,5.85175434103114
"","France",9,2020-03-25,0.1934272,5.1699037157132,4.74077095075855
"","France",10,2020-04-01,0.06383919,15.6643591499203,1.56465573338163
"","France",11,2020-04-08,0.1604727,6.23158954763022,3.93307825657297
"","France",12,2020-04-15,0.05700329,17.5428470882996,1.39711240885287
"","France",13,2020-04-22,0.06613757,15.119999116992,1.62098748578153
"French_Guiana","France",1,2020-03-10,0.1893295,5.28179707863804,3.38088996587494
"French_Guiana","France",2,2020-03-17,0.1647356,6.07033330986138,2.94171239591499
"French_Guiana","France",3,2020-03-24,0.1723318,5.80275956033651,3.07735906671262
"French_Guiana","France",4,2020-03-31,0.1146662,8.72096572486051,2.04761437073995
"French_Guiana","France",5,2020-04-07,0.04242964,23.5684299937497,0.757673495845528
"French_Guiana","France",6,2020-04-14,0.03327381,30.0536668328634,0.594176239600428
"French_Polynesia","France",1,2020-03-16,0.6823111,1.4656071108912,2374.27755872701
"French_Polynesia","France",2,2020-03-23,0.1018178,9.82146540192383,354.301311555615
"French_Polynesia","France",3,2020-03-30,0.01172533,85.2854461239044,40.8013117296033
"French_Polynesia","France",4,2020-04-06,0.04217731,23.7094304971085,146.766834982565
"French_Polynesia","France",5,2020-04-13,0.02879536,34.7278172594474,100.200886433572
"Fujian","China",1,2020-01-11,0.223356,4.4771575422196,4.10293902885941
"Fujian","China",2,2020-01-18,0.1678579,5.95741993674411,3.08346643570076
"Fujian","China",3,2020-01-25,0.1436343,6.96212534192738,2.63849090847303
"Fujian","China",4,2020-02-01,0.2385887,4.19131333545973,4.38275617881243
"Fujian","China",5,2020-02-08,0.08057638,12.4105848388821,1.48014816842264
"Fujian","China",6,2020-02-15,0.006285553,159.094991323755,0.115462493605116
"Fujian","China",7,2020-02-22,0.01106191,90.4003015754061,0.203201804620114
"Fujian","China",8,2020-02-29,0.02050292,48.7735405493461,0.376628479528565
"Fujian","China",9,2020-03-07,0.003860345,259.044204598294,0.070912624533759
"Fujian","China",10,2020-03-14,0.00448595,222.918222450094,0.0824046783453853
"Fujian","China",11,2020-03-21,0.004957234,201.725397671363,0.0910619318656712
"Fujian","China",12,2020-03-28,0.003468282,288.327189080934,0.0637106215229972
"Fujian","China",13,2020-04-04,0.01668241,59.9433774856271,0.30644760420331
"","Gabon",1,2020-03-16,0.2686331,3.72254945500015,42.5848075938094
"","Gabon",2,2020-03-23,0.2674908,3.73844633161215,42.4037255688675
"","Gabon",3,2020-03-30,0.2320667,4.30910595962282,36.7881536878005
"","Gabon",4,2020-04-06,0.1722164,5.806647915065,27.3004416004525
"","Gabon",5,2020-04-13,0.07583194,13.1870554808436,12.0211864225417
"","Gambia",1,2020-03-20,0.1591684,6.28265409465698,1.99027646952391
"","Gambia",2,2020-03-27,0.07083321,14.1176716401812,0.885713942741432
"","Gambia",3,2020-04-03,0.1102793,9.06788490677761,1.3789564754409
"","Gambia",4,2020-04-10,0.3450871,2.89781913030073,4.31504453815106
"","Gambia",5,2020-04-17,0.2197963,4.5496671236049,2.74838098503483
"Gansu","China",1,2020-01-26,0.4556589,2.19462409271497,6.51867589559049
"Gansu","China",2,2020-02-02,0.1366411,7.31844225492915,1.95479347581485
"Gansu","China",3,2020-02-09,0.01643687,60.8388336708875,0.235146571850027
"Gansu","China",4,2020-02-16,0.01449191,69.0040167238135,0.207321890120146
"Gansu","China",5,2020-02-23,0.02876283,34.7670935022736,0.411482287759478
"Gansu","China",6,2020-03-01,0.07588574,13.1777063780362,1.08562467265985
"Gansu","China",7,2020-03-08,0.1530686,6.53301852894715,2.18980600004034
"Gansu","China",8,2020-03-15,0.02572017,38.8799918507537,0.367953862438525
"Gansu","China",9,2020-03-22,0.01184077,84.4539670984235,0.169394566822312
"Gansu","China",10,2020-03-29,0.009626377,103.881242132944,0.137715364962183
"Gansu","China",11,2020-04-05,0.009062998,110.33876428087,0.129655640665385
"Gansu","China",12,2020-04-12,0.009023959,110.816106323178,0.129097147045952
"","Georgia",1,2020-03-07,0.1913527,5.22595186793811,8.25497437693834
"","Georgia",2,2020-03-14,0.1523569,6.56353601313757,6.57269171352041
"","Georgia",3,2020-03-21,0.08386007,11.9246263448146,3.61773170223496
"","Georgia",4,2020-03-28,0.1323785,7.55409677553379,5.71082156435489
"","Georgia",5,2020-04-04,0.08344055,11.9845806385504,3.59963356800109
"","Georgia",6,2020-04-11,0.123756,8.08041630304793,5.33884606275418
"","Germany",1,2020-02-01,0.4464863,2.23971037857153,8.60855128193263
"","Germany",2,2020-02-08,0.2676445,3.73629945692887,5.16036304714662
"","Germany",3,2020-02-15,0.3579172,2.79394228609298,6.90088043213361
"","Germany",4,2020-02-22,0.3592407,2.78364895737036,6.9263983878282
"","Germany",5,2020-02-29,0.5326822,1.87729193879578,10.2704652655024
"","Germany",6,2020-03-07,0.3628186,2.75619827649409,6.99538266714791
"","Germany",7,2020-03-14,0.5815984,1.71939950316232,11.213601966936
"","Germany",8,2020-03-21,0.3609483,2.77047987204816,6.95932204566278
"","Germany",9,2020-03-28,0.05687672,17.5818858752755,1.09662079411647
"","Germany",10,2020-04-04,0.08862665,11.2832878146697,1.70878045187701
"","Germany",11,2020-04-11,0.01233219,81.0885982132938,0.237772782801033
"","Germany",12,2020-04-18,0.02310855,43.2740262803162,0.445548133786198
"","Ghana",1,2020-03-16,0.3250076,3.0768511259429,29.8153783207821
"","Ghana",2,2020-03-23,0.178329,5.60761289526661,16.3594531345321
"","Ghana",3,2020-03-30,0.1158179,8.63424392947895,10.6248423262056
"","Ghana",4,2020-04-06,0.1753454,5.70302956336465,16.0857451881398
"","Ghana",5,2020-04-13,0.09955315,10.0448855711748,9.13275514257381
"","Ghana",6,2020-04-20,0.2368633,4.22184441405655,21.729242330976
"Gibraltar","United_Kingdom",1,2020-03-05,0.3101118,3.22464349953791,3.34194958104905
"Gibraltar","United_Kingdom",2,2020-03-12,0.3588199,2.78691343484573,3.86685709630225
"Gibraltar","United_Kingdom",3,2020-03-19,0.6048865,1.65320270827668,6.5186174317044
"Gibraltar","United_Kingdom",4,2020-03-26,0.1680711,5.94986288540981,1.81123434268368
"Gibraltar","United_Kingdom",5,2020-04-02,0.1473036,6.78870034405133,1.58743138541332
"Gibraltar","United_Kingdom",6,2020-04-09,0.02706143,36.9529622048798,0.291630098084266
"Gibraltar","United_Kingdom",7,2020-04-16,0.02636897,37.9233621942761,0.284167736423429
"","Greece",1,2020-03-03,0.08401144,11.9031408103468,7.92371632053859
"","Greece",2,2020-03-10,0.1254169,7.97340709266455,11.8289596916962
"","Greece",3,2020-03-17,0.2181756,4.58346396205625,20.5776923055158
"","Greece",4,2020-03-24,0.1188075,8.41697704269512,11.2055801775614
"","Greece",5,2020-03-31,0.05220455,19.1554184453271,4.92378234251636
"","Greece",6,2020-04-07,0.02940056,34.0129575763183,2.77297588405786
"","Greece",7,2020-04-14,0.0208208,48.0288941827403,1.96375770688694
"","Greece",8,2020-04-21,0.02878385,34.7417041153286,2.71480957846854
"Greenland","Denmark",1,2020-03-22,0.447128,2.23649603692902,4.72333660703128
"Greenland","Denmark",2,2020-03-29,0.06787237,14.7335358998072,0.716984956940678
"Greenland","Denmark",3,2020-04-05,0.01462342,68.3834561272261,0.154477767006301
"Greenland","Denmark",4,2020-04-12,0.01273522,78.5223969432801,0.134531344099669
"","Grenada",1,2020-03-28,0.08419341,11.8774141586616,501004.527245592
"","Grenada",2,2020-04-04,0.0246655,40.542458089234,146775.468136712
"","Grenada",3,2020-04-11,0.02655481,37.6579610247635,158018.068518029
"Guadeloupe","France",1,2020-03-16,0.4500256,2.22209580966061,13.2220278205021
"Guadeloupe","France",2,2020-03-23,0.1111162,8.9995878188779,3.26466202746793
"Guadeloupe","France",3,2020-03-30,0.06354498,15.7368843298086,1.86699044101769
"Guadeloupe","France",4,2020-04-06,0.004394755,227.543970027908,0.12912059419351
"Guadeloupe","France",5,2020-04-13,0.003651871,273.83223558554,0.107294207171514
"Guangdong","China",1,2020-01-28,0.491772,2.03346266155861,9.71136756795185
"Guangdong","China",2,2020-02-04,0.07469165,13.3883774156817,1.47498854633206
"Guangdong","China",3,2020-02-11,0.006596039,151.60613816868,0.130256621404931
"Guangdong","China",4,2020-02-18,0.002460268,406.459784056046,0.0485846426060649
"Guangdong","China",5,2020-02-25,0.001602267,624.115706058978,0.0316410933908386
"Guangdong","China",6,2020-03-03,0.001338961,746.847742391302,0.0264414046146433
"Guangdong","China",7,2020-03-10,0.001804402,554.200228108814,0.0356327954058943
"Guangdong","China",8,2020-03-17,0.001590521,628.724801495862,0.0314091368673823
"Guangdong","China",9,2020-03-24,0.001695672,589.736694360702,0.0334856276215076
"Guangdong","China",10,2020-03-31,0.002095186,477.284594303322,0.0413751115745239
"Guangdong","China",11,2020-04-07,0.001668894,599.199230148829,0.0329568236214128
"Guangdong","China",12,2020-04-14,0.001681874,594.574861137041,0.0332131488107933
"Guangdong","China",13,2020-04-21,0.001388646,720.125935623622,0.0274225692551956
"Guangxi","China",1,2020-01-30,0.2079574,4.80867716176486,4.14919987837162
"Guangxi","China",2,2020-02-06,0.1032976,9.68076702653305,2.06101052117443
"Guangxi","China",3,2020-02-13,0.01337139,74.7865405167301,0.266788148734594
"Guangxi","China",4,2020-02-20,0.003690124,270.993603466984,0.0736259544117025
"Guangxi","China",5,2020-02-27,0.001984564,503.889015421019,0.0395963438060905
"Guangxi","China",6,2020-03-05,0.001512904,660.980471992935,0.0301857067494974
"Guangxi","China",7,2020-03-12,0.001344914,743.541966252117,0.0268339429384109
"Guangxi","China",8,2020-03-19,0.001280927,780.68461356502,0.0255572639040636
"Guangxi","China",9,2020-03-26,0.001257377,795.306419633889,0.0250873904726029
"Guangxi","China",10,2020-04-02,0.001250447,799.714022265638,0.0249491219851285
"Guangxi","China",11,2020-04-09,0.001249528,800.302194108495,0.024930785947612
"Guangxi","China",12,2020-04-16,0.001249599,800.256722356532,0.0249322025511633
"","Guatemala",1,2020-03-23,0.07293631,13.7105921591043,2.60493891977068
"","Guatemala",2,2020-03-30,0.09627222,10.3872124274271,3.43838689907297
"","Guatemala",3,2020-04-06,0.228068,4.38465720749952,8.14550680661332
"","Guatemala",4,2020-04-13,0.08426877,11.866792407199,3.00968061990254
"","Guinea-Bissau",1,2020-03-29,0.4118513,2.42806080738364,1288.41109397128
"","Guinea-Bissau",2,2020-04-05,0.1202678,8.31477752149786,376.238627309224
"","Guinea-Bissau",3,2020-04-12,0.05085663,19.6631196365154,159.096854359796
"","Guinea",1,2020-03-21,0.3858209,2.59187617881768,20.2865784053762
"","Guinea",2,2020-03-28,0.5393018,1.85424932755648,28.3566500670662
"","Guinea",3,2020-04-04,0.2370889,4.21782715259972,12.4662053271204
"","Guinea",4,2020-04-11,0.1618209,6.17967147630498,8.50859135800716
"","Guinea",5,2020-04-18,0.05882674,16.9990721906398,3.09312759713816
"Guizhou","China",1,2020-01-26,0.2271485,4.40240635531381,3.70288832086803
"Guizhou","China",2,2020-02-02,0.2904279,3.44319536793814,4.73444499507691
"Guizhou","China",3,2020-02-09,0.09936547,10.0638581994329,1.61981804132786
"Guizhou","China",4,2020-02-16,0.01526362,65.5152578484003,0.248821718973128
"Guizhou","China",5,2020-02-23,0.002209828,452.523906837998,0.0360237742812616
"Guizhou","China",6,2020-03-01,0.002809525,355.932052571164,0.0457998063367654
"Guizhou","China",7,2020-03-08,0.00350084,285.645730738908,0.057069360128848
"Guizhou","China",8,2020-03-15,0.006089231,164.224349511457,0.0992643242326828
"Guizhou","China",9,2020-03-22,0.005416159,184.632688959094,0.0882921608774184
"Guizhou","China",10,2020-03-29,0.007127966,140.292476142563,0.11619738652443
"Guizhou","China",11,2020-04-05,0.006306536,158.565653157296,0.102806747566168
"Guizhou","China",12,2020-04-12,0.008855177,112.928290422653,0.1443537223117
"","Guyana",1,2020-03-19,0.4934587,2.02651204649953,12.406199646664
"","Guyana",2,2020-03-26,0.6537593,1.52961495155786,16.4363672110012
"","Guyana",3,2020-04-02,0.3940136,2.53798346046938,9.90601925774296
"","Guyana",4,2020-04-09,0.3170146,3.1544288496492,7.97016329534229
"","Guyana",5,2020-04-16,0.3230893,3.09511952268305,8.12288922963749
"Hainan","China",1,2020-01-28,0.2438159,4.10145523733276,3.77536436548594
"Hainan","China",2,2020-02-04,0.1731665,5.77478900364678,2.68139458253511
"Hainan","China",3,2020-02-11,0.02512387,39.8027851600888,0.389030262263869
"Hainan","China",4,2020-02-18,0.004663366,214.437382783166,0.0722098346318625
"Hainan","China",5,2020-02-25,0.003102899,322.279262070728,0.0480468021745176
"Hainan","China",6,2020-03-03,0.003064997,326.264593407432,0.0474599091122495
"Hainan","China",7,2020-03-10,0.002335405,428.191255906363,0.0361625505800799
"Hainan","China",8,2020-03-17,0.002920335,342.426468196286,0.0452198921164756
"Hainan","China",9,2020-03-24,0.002696898,370.796374204734,0.041760084582467
"Hainan","China",10,2020-03-31,0.001508281,663.006429173344,0.0233549589692038
"Hainan","China",11,2020-04-07,0.00203481,491.446375828701,0.0315079909248513
"Hainan","China",12,2020-04-14,0.002638972,378.93543394928,0.0408631301334949
"","Haiti",1,2020-03-24,0.08345537,11.9824524173819,11.2687772738848
"","Haiti",2,2020-03-31,0.1098994,9.09923075103231,14.8394508482028
"","Haiti",3,2020-04-07,0.07705345,12.9780042295316,10.4043414610039
"","Haiti",4,2020-04-14,0.08320637,12.0183106173241,11.2351554046007
"Hebei","China",1,2020-01-24,0.355077,2.81629055106357,4.60792110250518
"Hebei","China",2,2020-01-31,0.4676386,2.13840345942358,6.06866052514237
"Hebei","China",3,2020-02-07,0.1013637,9.86546465845268,1.31542153464743
"Hebei","China",4,2020-02-14,0.01685939,59.3141270235756,0.218788428865752
"Hebei","China",5,2020-02-21,0.001107371,903.039722008252,0.0143706243975314
"Hebei","China",6,2020-02-28,0.0002809808,3558.96203584017,0.00364635658665244
"Hebei","China",7,2020-03-06,0.0001813615,5513.84941125873,0.00235357255759171
"Hebei","China",8,2020-03-13,0.0002202435,4540.42911595575,0.00285815378450195
"Hebei","China",9,2020-03-20,0.0001097815,9109.00288299941,0.00142466138475506
"Hebei","China",10,2020-03-27,0.0002782934,3593.32991727436,0.00361148153935038
"Hebei","China",11,2020-04-03,0.0002524207,3961.64022998114,0.0032757251814089
"Hebei","China",12,2020-04-10,0.0006026071,1659.45605353803,0.00782017977117484
"Hebei","China",13,2020-04-17,0.001398101,715.255907834985,0.0181434987378332
"Heilongjiang","China",1,2020-01-25,0.5056365,1.97770532783927,9.54325532499177
"Heilongjiang","China",2,2020-02-01,0.4900125,2.0407642662177,9.24837190340794
"Heilongjiang","China",3,2020-02-08,0.07450503,13.4219125876468,1.40618907908383
"Heilongjiang","China",4,2020-02-15,0.009969345,100.307492618622,0.188158894300412
"Heilongjiang","China",5,2020-02-22,0.005341041,187.229418384918,0.100805456022754
"Heilongjiang","China",6,2020-02-29,0.004417481,226.37335621817,0.0833744183347127
"Heilongjiang","China",7,2020-03-07,0.006170448,162.062787013196,0.11645947381881
"Heilongjiang","China",8,2020-03-14,0.01335386,74.8847149812863,0.252037373793614
"Heilongjiang","China",9,2020-03-21,0.03003946,33.2895464831924,0.56695716508772
"Heilongjiang","China",10,2020-03-28,0.07838093,12.7582053440805,1.47934183469806
"Heilongjiang","China",11,2020-04-04,0.210744,4.74509357324526,3.97752891693947
"Heilongjiang","China",12,2020-04-11,0.3053299,3.27514599782072,5.76271925395853
"Heilongjiang","China",13,2020-04-18,0.1289024,7.75780745742515,2.43287127255295
"Henan","China",1,2020-01-24,1.170811,0.854108818588141,17.1648678275079
"Henan","China",2,2020-01-31,0.4317346,2.31623779979645,6.32951633146767
"Henan","China",3,2020-02-07,0.02969091,33.6803418958867,0.435288484502138
"Henan","China",4,2020-02-14,0.004665522,214.338288405885,0.0683996550052317
"Henan","China",5,2020-02-21,0.002384733,419.334156066948,0.0349617715830278
"Henan","China",6,2020-02-28,0.001372063,728.829507099893,0.0201153559763394
"Henan","China",7,2020-03-06,0.001048797,953.473360431046,0.0153760614504705
"Henan","China",8,2020-03-13,0.0008076875,1238.10260775362,0.0118412358471438
"Henan","China",9,2020-03-20,0.0008061339,1240.48870789332,0.0118184590380287
"Henan","China",10,2020-03-27,0.0006572339,1521.52833260731,0.0096354860223021
"Henan","China",11,2020-04-03,0.0005233077,1910.92162412286,0.00767203887187356
"Henan","China",12,2020-04-10,0.0004185846,2389.00332214802,0.00613672858696259
"Henan","China",13,2020-04-17,0.0006273659,1593.96613682701,0.00919760128063841
"","Holy_See",1,2020-03-08,0.05541346,18.0461570167248,4.85824728258487
"","Holy_See",2,2020-03-15,0.09542611,10.4793122133974,8.36626407365909
"","Holy_See",3,2020-03-22,0.2324271,4.302424287013,20.3775098500271
"","Holy_See",4,2020-03-29,0.03744728,26.7042092242748,3.283103893895
"","Holy_See",5,2020-04-05,0.007268689,137.576391010814,0.637265541299976
"","Holy_See",6,2020-04-12,0.006069661,164.753847043517,0.532143527212727
"","Honduras",1,2020-03-14,0.2291868,4.36325303202453,24.3701723385165
"","Honduras",2,2020-03-21,0.3385345,2.9539086858208,35.997466291835
"","Honduras",3,2020-03-28,0.201741,4.956850615393,21.4517718199506
"","Honduras",4,2020-04-04,0.08315307,12.0260141928614,8.84193438006345
"","Honduras",5,2020-04-11,0.03662456,27.304082287951,3.89440770158813
"Hong_Kong","China",1,2020-01-28,0.07624643,13.1153681555976,2.5591297410308
"Hong_Kong","China",2,2020-02-04,0.1295093,7.72145320837963,4.34684091268378
"Hong_Kong","China",3,2020-02-11,0.1031116,9.69822987908247,3.46083039173468
"Hong_Kong","China",4,2020-02-18,0.126811,7.88575123609151,4.25627536384138
"Hong_Kong","China",5,2020-02-25,0.05399705,18.5195302335961,1.81235313683443
"Hong_Kong","China",6,2020-03-03,0.04683995,21.3492969142794,1.57213274265294
"Hong_Kong","China",7,2020-03-10,0.1180427,8.47151073298052,3.96197676771982
"Hong_Kong","China",8,2020-03-17,0.2097247,4.76815558682406,7.03918487985288
"Hong_Kong","China",9,2020-03-24,0.2466533,4.05427375186142,8.27865377767052
"Hong_Kong","China",10,2020-03-31,0.03824248,26.1489317638396,1.28356787247318
